Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kenya,KEN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kiribati,KIR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Dem. People's Rep.",PRK,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Rep.",KOR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kosovo,XKX,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kuwait,KWT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kyrgyz Republic,KGZ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lao PDR,LAO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Latvia,LVA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lebanon,LBN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lesotho,LSO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liberia,LBR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Libya,LBY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liechtenstein,LIE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lithuania,LTU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Luxembourg,LUX,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Macao SAR, China",MAC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,North Macedonia,MKD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Madagascar,MDG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malawi,MWI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malaysia,MYS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Maldives,MDV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mali,MLI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malta,MLT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Marshall Islands,MHL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mauritania,MRT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mauritius,MUS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mexico,MEX,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Micronesia, Fed. Sts.",FSM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Moldova,MDA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Monaco,MCO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mongolia,MNG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Montenegro,MNE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Morocco,MAR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mozambique,MOZ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Myanmar,MMR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Namibia,NAM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nauru,NRU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nepal,NPL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Netherlands,NLD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Caledonia,NCL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Zealand,NZL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nicaragua,NIC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Niger,NER,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nigeria,NGA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Northern Mariana Islands,MNP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Norway,NOR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Oman,OMN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Pakistan,PAK,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Palau,PLW,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Panama,PAN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Papua New Guinea,PNG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Paraguay,PRY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Peru,PER,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Philippines,PHL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Poland,POL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Portugal,PRT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Puerto Rico,PRI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Qatar,QAT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Romania,ROU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Russian Federation,RUS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Rwanda,RWA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Samoa,WSM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,San Marino,SMR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sao Tome and Principe,STP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Saudi Arabia,SAU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Senegal,SEN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Serbia,SRB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Seychelles,SYC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sierra Leone,SLE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Singapore,SGP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sint Maarten (Dutch part),SXM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Slovak Republic,SVK,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Slovenia,SVN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Solomon Islands,SLB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Somalia,SOM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Africa,ZAF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Sudan,SSD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Spain,ESP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sri Lanka,LKA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Kitts and Nevis,KNA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Lucia,LCA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Martin (French part),MAF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Vincent and the Grenadines,VCT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sudan,SDN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Suriname,SUR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eswatini,SWZ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sweden,SWE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Switzerland,CHE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Syrian Arab Republic,SYR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tajikistan,TJK,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tanzania,TZA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Thailand,THA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Timor-Leste,TLS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Togo,TGO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tonga,TON,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Trinidad and Tobago,TTO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tunisia,TUN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turkiye,TUR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turkmenistan,TKM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turks and Caicos Islands,TCA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tuvalu,TUV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uganda,UGA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ukraine,UKR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United Arab Emirates,ARE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United Kingdom,GBR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United States,USA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uruguay,URY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uzbekistan,UZB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Vanuatu,VUT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Venezuela, RB",VEN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Viet Nam,VNM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Virgin Islands (U.S.),VIR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,West Bank and Gaza,PSE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Yemen, Rep.",YEM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Zambia,ZMB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Zimbabwe,ZWE,..
GDP (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,18904502222.2108
GDP (current US$),NY.GDP.MKTP.CD,Albania,ALB,15401826080.5183
GDP (current US$),NY.GDP.MKTP.CD,Algeria,DZA,171760290068.157
GDP (current US$),NY.GDP.MKTP.CD,American Samoa,ASM,647000000
GDP (current US$),NY.GDP.MKTP.CD,Andorra,AND,3155149347.92151
GDP (current US$),NY.GDP.MKTP.CD,Angola,AGO,69309110145.7687
GDP (current US$),NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1675403703.7037
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,447754686715.081
GDP (current US$),NY.GDP.MKTP.CD,Armenia,ARM,13619290545.8131
GDP (current US$),NY.GDP.MKTP.CD,Aruba,ABW,3395793854.7486
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,1392218527563.26
GDP (current US$),NY.GDP.MKTP.CD,Austria,AUT,444621176100.54
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,48174235294.1176
GDP (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,13058700000
GDP (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,38653318085.1064
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,351238397263.802
GDP (current US$),NY.GDP.MKTP.CD,Barbados,BRB,5324250000
GDP (current US$),NY.GDP.MKTP.CD,Belarus,BLR,64410112583.362
GDP (current US$),NY.GDP.MKTP.CD,Belgium,BEL,535865692402.342
GDP (current US$),NY.GDP.MKTP.CD,Belize,BLZ,2416500000
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,14391686309.0337
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,7423465000
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,2535655609.45889
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,40895322850.9407
GDP (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,20482603346.4473
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,16725908661.9419
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,1873288159000.64
GDP (current US$),NY.GDP.MKTP.CD,British Virgin Islands,VGB,..
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,13469240162.5496
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,68911930627.8977
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,16178161666.1334
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,2576518879.39881
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,2266752197.42617
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,27089390032.8915
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,39670976440.3158
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,1743725183672.52
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,5941896599.57333
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,2221301350.75537
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,11314951088.2451
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,10381669645.1366
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,278493308134.096
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,14279968485748
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,323031701210.767
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,1195019531.03671
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,51775829868.7669
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,12750338736.1661
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,64417670555.7821
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,59898479821.1946
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,61329267533.1316
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,103428000000
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,2995185474.86034
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,25945194240.4544
GDP (current US$),NY.GDP.MKTP.CD,Czechia,CZE,252548179964.897
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,346498737961.635
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,3088853638.56832
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,611537037.037037
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,88941371980.2651
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,108108009000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,318678815489.749
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,26881140000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,11364133546.2494
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,31081901909.2151
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,95912607970.1686
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,3275684065.13139
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,5481692621.61125
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,268514916972.544
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,2728870246705.83
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,6022276207.18983
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,16874405460.1964
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,1813609679.15313
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,17470436258.5131
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,3888226035921.49
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,68337974418.7681
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,205257014892.498
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,2997331094.25136
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,1213485185.18519
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,6366000000
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,77172313916.4218
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,13442861496.5747
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,1439638410.99593
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,5173760191.84652
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,15016090929.8744
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,25089937108.6681
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,363074560517.276
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,164020460331.659
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,24663643101.958
GDP (current US$),NY.GDP.MKTP.CD,India,IND,2835606242052.48
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,1119099871386.16
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,283649531542.631
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,233636097800.338
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,399321701632.424
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,7314966839.10981
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,402470513619.148
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,2011302198827.41
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,15830766372.2651
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,5117993853016.51
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,44503005774.6479
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,181667185041.48
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,100378435824.178
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,175181684.792212
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1651422932447.77
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,7899741278.93571
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,136191752590.897
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,8871019822.76098
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,18740559554.1632
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,34343961072.8229
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,51605959131.3654
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,2436029587.61009
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,3319596500
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,69254143968.3398
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,6436467007.11932
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,54760617012.9166
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,69825641851.0104
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,55204960999.5882
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,12606338448.547
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,14104664677.9627
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,11025371147.1876
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,365177744321.011
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,5609385433.592
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,17280250805.2245
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,15881258056.2009
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,232092300
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,8066118984.30581
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,14436347115.2893
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,1269009571610.76
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,412000000
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,11735774634.4239
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,7383941919.21567
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,14206359016.4014
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,5542053845.29274
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,128920265075.525
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,15390031039.9957
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,68697761477.1809
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,12541928102.7657
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,125160081.80546
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,34186180694.9285
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,910194347568.61
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,9475655341.98316
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,213091987153.092
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,12699028889.666
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,12916454870.5458
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,474517470742.749
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,1181000000
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,408742840909.091
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,88060858257.4772
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,320909472926.461
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,278900000
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,69721787532.9789
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,24751069237.9977
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,37925338460.1556
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,228325852220.761
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,376823404772.837
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,596058473058.766
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,239986922638.897
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,105126400000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,176371267689.082
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,251017797625.017
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,1693114993990.49
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,10346675636.3397
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,912950619.371868
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,1616188702.34405
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,427425039.684339
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,838564705624.643
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,23403995984.9306
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,51514242775.5241
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,1645090567.04612
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,4076578653.54714
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,376837488316.973
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,1459776536.31285
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,105710052464.625
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,54331588482.3048
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,1619154958.40233
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,6485000000
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,388531226582.351
